client_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
1,100,6,3,log2,2,False
4,100,6,3,sqrt,40,False
5,400,6,3,log2,2,False
2,400,4,3,sqrt,10,True
3,900,10,1,sqrt,20,True
