client_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
1,600,8,4,sqrt,10,True
3,300,10,5,sqrt,10,True
5,400,10,5,sqrt,20,True
4,200,10,1,sqrt,10,True
6,200,2,4,sqrt,20,False
8,800,2,2,log2,2,True
2,300,10,5,sqrt,10,False
7,900,2,4,log2,40,False
10,200,8,3,sqrt,2,True
9,400,10,1,log2,2,False
