client_id,CI,IBS

3,0.8357854248231334,0.13323260200590434

4,0.8214839948446829,0.1379966134580777

5,0.8102981813973003,0.11844664983222057

2,0.8268544772706485,0.1353831621204733

1,0.8051239325140596,0.13155411935747244

Fed_IBS_client_1,0.8155470651349017,0.1667583626117422

Fed_IBS_client_2,0.8057271303218247,0.18413222742998697

Fed_IBS_client_3,0.8057721983567585,0.14296872652105988

Fed_IBS_client_4,0.8185826389450692,0.17562016447313028

Fed_IBS_client_5,0.806463341304135,0.1724080981580835

FED_CI_client_1,0.8073823044513647,0.1667583626117422

FED_CI_client_2,0.7876682670877855,0.18413222742998697

FED_CI_client_3,0.8084275208185623,0.164545859268649

FED_CI_client_4,0.8247310088180568,0.17562016447313028

FED_CI_client_5,0.8115534672987372,0.1724080981580835

Federated_ibs_S,0.8209410547157306,0.17989733637221317

Federated_ci_S,0.8233774825706194,0.17989733637221317

1,0.8162758892946269,0.12889487350550768

3,0.7896478405315615,0.12478138668163156

5,0.8084982235937864,0.1281109622087648

2,0.8120451983191554,0.1343463793055767

4,0.8013583689002233,0.13417342888328432

Fed_IBS_client_1,0.8140864131764977,0.14502820033050626

Fed_IBS_client_2,0.8152127062081216,0.18704798015960875

Fed_IBS_client_3,0.8048589440703448,0.1906804500761119

Fed_IBS_client_4,0.794062328390994,0.17529631570894214

Fed_IBS_client_5,0.7872899759972568,0.18350446857968347

FED_CI_client_1,0.8076579754380409,0.14502820033050626

FED_CI_client_2,0.8227099959509411,0.18704798015960875

FED_CI_client_3,0.8066529379808725,0.1906804500761119

FED_CI_client_4,0.802052443712246,0.17529631570894214

FED_CI_client_5,0.795170241678414,0.18350446857968347

Federated_ibs_S,0.8137689407243283,0.17997539645718405

Federated_ci_S,0.815501688845287,0.17997539645718405

5,0.8178275884537695,0.13393742688797117

4,0.8067265858348904,0.13727568488301675

2,0.8029637172410097,0.1320550383421725

3,0.8188393542428224,0.13485672828235598

1,0.8317629386863308,0.13253927798768075

Fed_IBS_client_1,0.8228396365941264,0.13912689784275395

Fed_IBS_client_2,0.8320370148777472,0.14115486958270732

Fed_IBS_client_3,0.8177000391593787,0.14323482736989657

Fed_IBS_client_4,0.8372361360837003,0.12856739561571578

Fed_IBS_client_5,0.7995039488284055,0.1416886276309333

FED_CI_client_1,0.8312711282484682,0.14591969013509948

FED_CI_client_2,0.8328746360336644,0.17837715080836575

FED_CI_client_3,0.8240177522516643,0.18257827425189901

FED_CI_client_4,0.8452847819008112,0.13833184253937375

FED_CI_client_5,0.7945108021669604,0.1806520547087812

Federated_ibs_S,0.8130514290051323,0.1418612340137438

Federated_ci_S,0.8162427092558097,0.17915292698204008

4,0.8087872404453806,0.12075085410538329

5,0.7986533340033164,0.14592459764876006

2,0.8079770559594477,0.1404165239229627

1,0.7998634062725982,0.14553429916588426

3,0.8123501282140134,0.12789175050095786

Fed_IBS_client_1,0.8117350287648489,0.1464066580072931

Fed_IBS_client_2,0.8231753046738984,0.1333110705635554

Fed_IBS_client_3,0.8009291273243899,0.14901650374144962

Fed_IBS_client_4,0.8147623523093448,0.14129795567149628

Fed_IBS_client_5,0.8258472642209163,0.13435575322752302

FED_CI_client_1,0.812166179744913,0.1469613315936125

FED_CI_client_2,0.8205571179858042,0.13388212093978819

FED_CI_client_3,0.807026918289601,0.14971824851700216

FED_CI_client_4,0.820327604726101,0.14220458762504523

FED_CI_client_5,0.832722371198722,0.13475313324662694

Federated_ibs_S,0.8128566867719296,0.13954897970200936

Federated_ci_S,0.8110914296849873,0.13984343736225624

5,0.8167454719272408,0.15041541456621785

3,0.811157106248768,0.13977550861329407

1,0.8339942068112152,0.1336895451176999

4,0.7672633243120126,0.12654704013476312

2,0.8094497173383123,0.13954344969210186

Fed_IBS_client_1,0.8168029052831496,0.17935724569268438

Fed_IBS_client_2,0.8028744145081869,0.17869351664537192

Fed_IBS_client_3,0.8024726970241769,0.1778623668926715

Fed_IBS_client_4,0.8042616975475759,0.16881169335532986

Fed_IBS_client_5,0.8543989402803841,0.17043153377478443

FED_CI_client_1,0.8038099760031825,0.17935724569268438

FED_CI_client_2,0.8040020283704978,0.17869351664537192

FED_CI_client_3,0.7956167655029919,0.1778623668926715

FED_CI_client_4,0.8101715508247381,0.16881169335532986

FED_CI_client_5,0.8511701070758362,0.17043153377478443

Federated_ibs_S,0.8152494717382605,0.17595526463974914

Federated_ci_S,0.8123483609506995,0.17595526463974914

4,0.8139314783267083,0.12402261047329985

2,0.7860991588169167,0.13545622383830955

1,0.7943992281621849,0.13309389111624448

5,0.828167692435073,0.1257293730903232

3,0.8204896100957122,0.13536915496041035

Fed_IBS_client_1,0.8063429768502559,0.17982425745869562

Fed_IBS_client_2,0.8003552604758161,0.1504754743142398

Fed_IBS_client_3,0.8163973397092368,0.1686187556236024

Fed_IBS_client_4,0.8112368267925261,0.18206731217421207

Fed_IBS_client_5,0.844769705044805,0.18493398820489396

FED_CI_client_1,0.8128264962477791,0.17982425745869562

FED_CI_client_2,0.8072711918697767,0.1504754743142398

FED_CI_client_3,0.8198257619479484,0.1686187556236024

FED_CI_client_4,0.8126980021982285,0.18206731217421207

FED_CI_client_5,0.8511900096663793,0.18493398820489396

Federated_ibs_S,0.8164381457377444,0.1666730698724353

Federated_ci_S,0.8134250349051736,0.1666730698724353

3,0.791119727506496,0.1322584871449718

4,0.8041633393338116,0.12754741436789652

5,0.8016989295685195,0.13496527013757317

1,0.7793212398540067,0.13794949583791166

2,0.8057188485207264,0.12958972212878192

Fed_IBS_client_1,0.8160717289205729,0.13980181274792797

Fed_IBS_client_2,0.8052701774772871,0.13867160857792316

Fed_IBS_client_3,0.8311905901661766,0.13741505126085493

Fed_IBS_client_4,0.7953035615427201,0.1380833916598398

Fed_IBS_client_5,0.8248394666217033,0.12510815655479068

FED_CI_client_1,0.8215380833473497,0.14017881664240675

FED_CI_client_2,0.8177556518064653,0.1392576027906423

FED_CI_client_3,0.8372221842303221,0.13769996996994083

FED_CI_client_4,0.794954261460997,0.13817171729323835

FED_CI_client_5,0.8310781379533224,0.12552094957420748

Federated_ibs_S,0.8110233693054308,0.1378129572409232

Federated_ci_S,0.8104480126536269,0.13803309820026197

4,0.8130250661257828,0.12982781054719617

5,0.807482607031116,0.13618005792211993

2,0.7980505982559318,0.14466915501822292

3,0.8190500160800929,0.133266450246004

1,0.80678935798433,0.1253042358005484

Fed_IBS_client_1,0.7973434039099151,0.13271732599789207

Fed_IBS_client_2,0.8265160029972168,0.13515308407910115

Fed_IBS_client_3,0.8004833920309371,0.1280840423367667

Fed_IBS_client_4,0.8112326607041663,0.15193886162331474

Fed_IBS_client_5,0.7957458251892274,0.14056453226666282

FED_CI_client_1,0.8050683065747658,0.13293008137786474

FED_CI_client_2,0.822655748233783,0.1353533775371355

FED_CI_client_3,0.822084110213383,0.12849525527445652

FED_CI_client_4,0.8189383300071451,0.15242073934052927

FED_CI_client_5,0.8024097807978382,0.14098335664468395

Federated_ibs_S,0.8167899714136747,0.1359673744574327

Federated_ci_S,0.8189015839341256,0.13624292834810936

5,0.7944087118821587,0.13117712406021909

4,0.8095013540642136,0.13352924619269965

2,0.8382437328873805,0.11099869626135626

1,0.8196767464776116,0.13524506742736156

3,0.8078536119605023,0.15329193308220146

Fed_IBS_client_1,0.8070869871170293,0.13636180454341804

Fed_IBS_client_2,0.8156034737098657,0.14410338239110032

Fed_IBS_client_3,0.8026694459386767,0.13181797067955695

Fed_IBS_client_4,0.8038009985443563,0.12680856471162466

Fed_IBS_client_5,0.8201720208777475,0.12119629476828732

FED_CI_client_1,0.8154906896178413,0.1415502854801549

FED_CI_client_2,0.8096514745308311,0.14854463273183333

FED_CI_client_3,0.8019298009682625,0.13800309282377438

FED_CI_client_4,0.8029439373120927,0.13094312879972536

FED_CI_client_5,0.8281334999632434,0.12850185189794466

Federated_ibs_S,0.807911171386399,0.13960932773973098

Federated_ci_S,0.8122886176832991,0.1785393213520597

4,0.8208658845661433,0.13055761239257727

5,0.7976424109490643,0.14137721770313869

3,0.7872529508217241,0.14344328609105325

2,0.7890524810101608,0.14039247753860384

1,0.8032251845323345,0.1391275884613348

Fed_IBS_client_1,0.8250622724659896,0.128589077733748

Fed_IBS_client_2,0.8161506075463654,0.13820419581790433

Fed_IBS_client_3,0.8201032265505608,0.12803826365735435

Fed_IBS_client_4,0.8185051969003729,0.1382137873525541

Fed_IBS_client_5,0.7744916820702403,0.12491684700178882

FED_CI_client_1,0.8289354829879835,0.1296125175259472

FED_CI_client_2,0.8229721807716904,0.14007151498645334

FED_CI_client_3,0.820377151754563,0.12873341696645219

FED_CI_client_4,0.8250641347755944,0.1392703556365559

FED_CI_client_5,0.7946843667730914,0.12572317858073467

Federated_ibs_S,0.8189792760707323,0.1366851771918058

Federated_ci_S,0.8170651748493897,0.137714630834402

4,0.819882101518911,0.1263510081041637

5,0.8071075808177844,0.14614466548280763

3,0.7959805731920168,0.13092169949288412

1,0.7821217944470215,0.13529579940570452

2,0.8208929310736274,0.1408905114729413

Fed_IBS_client_1,0.8140122183221242,0.1291261322796594

Fed_IBS_client_2,0.8143343403551461,0.13774666500905342

Fed_IBS_client_3,0.79725168756027,0.15204151438227248

Fed_IBS_client_4,0.8119385283133138,0.14400082130290445

Fed_IBS_client_5,0.81011922256156,0.14954455925960836

FED_CI_client_1,0.806878165108116,0.12953962016994922

FED_CI_client_2,0.8219758588164532,0.13829047380854967

FED_CI_client_3,0.7889807877753876,0.1523230256359367

FED_CI_client_4,0.81340213990108,0.14430014256725854

FED_CI_client_5,0.8103172879103466,0.1498562987008376

Federated_ibs_S,0.8216797456471424,0.1400218398842144

Federated_ci_S,0.8227852166104853,0.14045964676857217

3,0.8157961477368287,0.13821677901381832

2,0.8101485865651256,0.14456789835372644

5,0.8151177133050893,0.13305441214284006

1,0.8150025342118601,0.13067500645695942

4,0.8159739335195225,0.13199609866559997

Fed_IBS_client_1,0.813455395847593,0.13550022111903645

Fed_IBS_client_2,0.8096416955267906,0.1360838369548148

Fed_IBS_client_3,0.7860873310719863,0.13095915817202136

Fed_IBS_client_4,0.7911396868682119,0.15343156043938547

Fed_IBS_client_5,0.7846447505092337,0.13529881907959007

FED_CI_client_1,0.8142254163814738,0.13594095457782865

FED_CI_client_2,0.811577408777867,0.13662925070201437

FED_CI_client_3,0.7852325957034405,0.1314320132762207

FED_CI_client_4,0.7798497813719498,0.1539490457161821

FED_CI_client_5,0.7843547233950708,0.13570724694563738

Federated_ibs_S,0.8101826084612626,0.13955426694362344

Federated_ci_S,0.804354297559168,0.13995541497595482

1,0.8235687421646469,0.13177102231498677

4,0.8242827796273996,0.12322374349428693

3,0.8230366223884612,0.1353562435291148

2,0.8422256999697524,0.13825792495314615

5,0.8007962522684748,0.12243136329728092

Fed_IBS_client_1,0.8124852958475474,0.1244365067822111

Fed_IBS_client_2,0.8382248707111543,0.1880084686881774

Fed_IBS_client_3,0.8243098904147593,0.16841553078804442

Fed_IBS_client_4,0.8350837315660473,0.14813029043307183

Fed_IBS_client_5,0.7757251268070828,0.17987275776237951

FED_CI_client_1,0.807272673803082,0.12362680835738553

FED_CI_client_2,0.8338408631507102,0.14870905292300113

FED_CI_client_3,0.8235746982937994,0.13409624999659725

FED_CI_client_4,0.8291273568758473,0.14905380906633084

FED_CI_client_5,0.7884648151303458,0.14390389642059134

Federated_ibs_S,0.8245935012310248,0.17292795848445414

Federated_ci_S,0.8261302371578626,0.1370666812680878

5,0.840551930575431,0.13140807231838578

4,0.8150946904300247,0.14251360784286304

2,0.8136325601174227,0.13248827799161747

3,0.8174634146341463,0.1355631341601657

1,0.7909150096302525,0.12568678578859974

Fed_IBS_client_1,0.8238589159386722,0.13613351637260426

Fed_IBS_client_2,0.7912504235852253,0.13513606717227217

Fed_IBS_client_3,0.8443930983924176,0.14126562956276922

Fed_IBS_client_4,0.813962396011128,0.13207369422356435

Fed_IBS_client_5,0.7969486258628156,0.1373433593495977

FED_CI_client_1,0.8246897107323582,0.1371201521173898

FED_CI_client_2,0.8006031853608946,0.13620922252124515

FED_CI_client_3,0.8346991674084935,0.14253754301353566

FED_CI_client_4,0.8186124961361162,0.13297890612034563

FED_CI_client_5,0.81275948141922,0.13883563354217068

Federated_ibs_S,0.8061136866378303,0.13542464132751494

Federated_ci_S,0.8053159052013604,0.1363833084009787

3,0.8203800869332808,0.12117173088127303

1,0.8302581543570242,0.13413695357299854

2,0.8296641491242166,0.13492714261342484

5,0.805685984434296,0.13618388876820142

4,0.7973498031969423,0.14018081797398985

Fed_IBS_client_1,0.7969132410968484,0.1429592460637983

Fed_IBS_client_2,0.8213472156085507,0.1351764593539229

Fed_IBS_client_3,0.8152465636600783,0.1433318195277843

Fed_IBS_client_4,0.8377302626984903,0.13210841091357456

Fed_IBS_client_5,0.822387356742896,0.1465532512225307

FED_CI_client_1,0.7988861695220019,0.1433572823839888

FED_CI_client_2,0.8137990502052741,0.13560465171321487

FED_CI_client_3,0.8164442660780576,0.14444900453409443

FED_CI_client_4,0.8298046171249808,0.13274410706851136

FED_CI_client_5,0.826665445601549,0.14680190087998887

Federated_ibs_S,0.8140955988498918,0.13368529841828206

Federated_ci_S,0.8177948815121915,0.13415798730714554

4,0.8155806005140808,0.12528535394911625

1,0.8130168696480705,0.13264952515627457

3,0.8206330912112358,0.13585976957953286

