client_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
8,300,8,1,log2,5,False
18,200,2,5,sqrt,20,False
15,500,6,5,sqrt,2,False
5,800,8,3,sqrt,10,False
9,300,6,4,sqrt,2,True
10,900,2,4,log2,2,False
16,600,2,4,sqrt,2,False
13,100,4,5,log2,5,True
19,700,2,4,sqrt,5,True
12,900,2,4,sqrt,40,True
