client_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap
4,600,8,4,sqrt,40,True
10,800,10,3,sqrt,10,True
3,800,4,5,sqrt,40,True
2,100,10,3,log2,20,True
8,600,10,1,log2,10,True
1,700,6,5,log2,10,False
6,900,2,5,sqrt,20,True
5,600,4,1,sqrt,5,True
9,700,10,3,sqrt,10,False
7,700,10,3,sqrt,20,False
