client_id,CI,IBS
4,0.675054704595186,0.20829142078112123
2,0.5651750972762646,0.1904537258840109
5,0.6513344690516751,0.19537406291865045
1,0.6724436741767764,0.19105497719853518
3,0.5813303521520402,0.18080562661069471
Fed_IBS_client_1,0.6476888387824127,0.22775755051035285
Fed_IBS_client_2,0.6757965343767468,0.20129680002548897
Fed_IBS_client_3,0.6644951140065146,0.17690190750753215
Fed_IBS_client_4,0.7330198537095088,0.3002459436607422
Fed_IBS_client_5,0.6424050632911392,0.2298102316905181
FED_CI_client_1,0.636978579481398,0.2275887815306875
FED_CI_client_2,0.6584684181106764,0.201226298779196
FED_CI_client_3,0.6748099891422367,0.1769994070384301
FED_CI_client_4,0.7335423197492164,0.30023409092458286
FED_CI_client_5,0.6518987341772152,0.2298162693931743
Federated_ibs_S,0.6590566528066528,0.1921521138039272
Federated_ci_S,0.6646179833679834,0.19222694118088693
2,0.6865931514799768,0.21671687348780438
4,0.5242456896551724,0.20147221941840507
5,0.6146674953387197,0.2055553731413362
1,0.5810210876803552,0.21692526489880692
3,0.5934442270058709,0.1886470512478823
Fed_IBS_client_1,0.5989643268124281,0.20667599712979526
Fed_IBS_client_2,0.6719692814042787,0.19696181784947286
Fed_IBS_client_3,0.6900369003690037,0.19449806804180175
Fed_IBS_client_4,0.6553341148886284,0.18527954671577293
Fed_IBS_client_5,0.6743562231759657,0.1958615904745379
FED_CI_client_1,0.5937859608745685,0.20673682839377744
FED_CI_client_2,0.6922654964344487,0.19705829483651832
FED_CI_client_3,0.6858197153400105,0.1944674400276496
FED_CI_client_4,0.6799531066822978,0.18540087440782993
FED_CI_client_5,0.6968884120171673,0.1958757087765139
Federated_ibs_S,0.6731170028672839,0.17587826865758646
Federated_ci_S,0.681933585115386,0.17591358147097041
5,0.6382846488502175,0.1942596391774908
3,0.6440489432703004,0.20926489244851976
2,0.7318573185731857,0.1873487745715336
4,0.6805472932778108,0.1961036651837764
1,0.6023424428332403,0.194643791780737
Fed_IBS_client_1,0.6191222570532915,0.19613625439180882
Fed_IBS_client_2,0.6684607104413348,0.21841098857781005
Fed_IBS_client_3,0.6118881118881119,0.21744535305635945
Fed_IBS_client_4,0.7004194128220491,0.2025765297992788
Fed_IBS_client_5,0.6910569105691057,0.1857575186382357
FED_CI_client_1,0.6306165099268548,0.19621064375439715
FED_CI_client_2,0.667384284176534,0.21841500090040872
FED_CI_client_3,0.6212121212121212,0.21754491930566283
FED_CI_client_4,0.7082085080886759,0.20268114235077062
FED_CI_client_5,0.6846689895470384,0.1857517632444439
Federated_ibs_S,0.6672961549825928,0.19685787304709054
Federated_ci_S,0.6653306098328644,0.1969056571614127
3,0.5600522193211488,0.1842514246867646
5,0.6460358056265985,0.20210791193386807
1,0.6211428571428571,0.20051427958281118
4,0.5763319672131147,0.2254233039735144
2,0.6674459380479252,0.21433826042659268
Fed_IBS_client_1,0.6579804560260586,0.19793896545828482
Fed_IBS_client_2,0.6710382513661202,0.2196031650987885
Fed_IBS_client_3,0.7114624505928854,0.20519880576594476
Fed_IBS_client_4,0.681405208964264,0.2062713535128912
Fed_IBS_client_5,0.731237322515213,0.23310507463111482
FED_CI_client_1,0.6558089033659066,0.19794488442977407
FED_CI_client_2,0.6781420765027323,0.2196525786553282
FED_CI_client_3,0.6945228684359119,0.20533845022318994
FED_CI_client_4,0.663840096910963,0.20562576499038526
FED_CI_client_5,0.7226166328600405,0.23294015072454685
Federated_ibs_S,0.6791854816011357,0.18859880781965785
Federated_ci_S,0.6754286133852198,0.18877609224590172
3,0.629995066600888,0.23412504858091798
1,0.5137948984903696,0.20089572360934213
2,0.6482191780821918,0.20596390439853057
5,0.6301867219917012,0.22713687740929955
4,0.6946006749156356,0.19960062042230475
Fed_IBS_client_1,0.5997458703939009,0.20013300520355468
Fed_IBS_client_2,0.6432217810550198,0.17838999269930061
Fed_IBS_client_3,0.6742081447963801,0.19437411092916507
Fed_IBS_client_4,0.7584541062801933,0.1940261055269519
Fed_IBS_client_5,0.6712657468506299,0.2105869209930642
FED_CI_client_1,0.6086404066073697,0.200061331288402
FED_CI_client_2,0.6307430516165626,0.17841104252318593
FED_CI_client_3,0.6656611362493715,0.1945539961366059
FED_CI_client_4,0.7518115942028986,0.19412046369034514
FED_CI_client_5,0.6736652669466107,0.21061921603682432
Federated_ibs_S,0.6714810311582722,0.17134562630343983
Federated_ci_S,0.6755093769573708,0.17139073568749494
5,0.7137809187279152,0.21300303934960416
3,0.7150776053215078,0.21386825335544787
2,0.6277836691410392,0.19109212044373336
1,0.6722939424031777,0.19314860985548615
4,0.6379518072289156,0.19744531331015833
Fed_IBS_client_1,0.711925658234383,0.23640820885620561
Fed_IBS_client_2,0.6794202898550724,0.20512175214774495
Fed_IBS_client_3,0.6670493685419059,0.1729406782872736
Fed_IBS_client_4,0.6265206812652068,0.19551671723183814
Fed_IBS_client_5,0.6043526785714286,0.21599177642702386
FED_CI_client_1,0.7088280846670109,0.23647485528032658
FED_CI_client_2,0.6794202898550724,0.20514924544613491
FED_CI_client_3,0.6762342135476463,0.1730516301353003
FED_CI_client_4,0.6447688564476886,0.19554405432080188
FED_CI_client_5,0.5959821428571429,0.2159320481706454
Federated_ibs_S,0.6425502161200102,0.18523269254396477
Federated_ci_S,0.6435926773455377,0.18523011973753667
4,0.6316964285714286,0.18903560009191106
3,0.5241521068859198,0.2374500129906748
5,0.6505961638154484,0.18441777826555295
2,0.6026315789473684,0.19993810089253103
1,0.5710455764075067,0.17255670807197007
Fed_IBS_client_1,0.7595837897042717,0.1960659490264489
Fed_IBS_client_2,0.6511516314779271,0.17458828961524664
Fed_IBS_client_3,0.6679644048943271,0.18121263499235923
Fed_IBS_client_4,0.6797385620915033,0.18856247045642174
Fed_IBS_client_5,0.6474025974025974,0.1772087997687719
FED_CI_client_1,0.7332968236582694,0.1960415611524116
FED_CI_client_2,0.6535508637236085,0.1746607202614556
FED_CI_client_3,0.6635150166852057,0.18134981533719519
FED_CI_client_4,0.6648841354723708,0.18856564229493725
FED_CI_client_5,0.6448051948051948,0.17727782316722207
Federated_ibs_S,0.708814483056335,0.1820422838001334
Federated_ci_S,0.7079646017699115,0.18211614433791762
5,0.619228680065182,0.20829506032972706
1,0.6312205343111577,0.20466380510637824
4,0.5551310043668122,0.213965366401394
2,0.46733668341708545,0.19808878850465575
3,0.6885488647581441,0.2248673239385487
Fed_IBS_client_1,0.6884544899205864,0.1962741610700717
Fed_IBS_client_2,0.5724713242961418,0.19295283284175274
Fed_IBS_client_3,0.6690322580645162,0.19751890149731904
Fed_IBS_client_4,0.6477754237288136,0.20560421705922965
Fed_IBS_client_5,0.7034566403881141,0.19809644999829137
FED_CI_client_1,0.6939523518631643,0.19642831331591734
FED_CI_client_2,0.5912408759124088,0.1930580178065847
FED_CI_client_3,0.6716129032258065,0.19759481824153494
FED_CI_client_4,0.649364406779661,0.20573573035994033
FED_CI_client_5,0.7155852031534263,0.1982847727546485
Federated_ibs_S,0.6807091632440228,0.17813417579620025
Federated_ci_S,0.6800267803113211,0.17819693369469553
5,0.6787003610108303,0.2237449361377396
3,0.5646651270207852,0.23566658859627979
1,0.5743321718931476,0.20577390448164656
4,0.6747868453105969,0.18709298223697862
2,0.6666666666666666,0.18866997514065134
Fed_IBS_client_1,0.6166756903086086,0.1905155054137867
Fed_IBS_client_2,0.6945582211819777,0.21441035061690236
Fed_IBS_client_3,0.6736842105263158,0.20530668817414074
Fed_IBS_client_4,0.6274617067833698,0.23028687470961487
Fed_IBS_client_5,0.6939432989690721,0.17534858743301263
FED_CI_client_1,0.5923118570655116,0.19025651912859276
FED_CI_client_2,0.7185488589818607,0.21432822396979526
FED_CI_client_3,0.676555023923445,0.20523131250452564
FED_CI_client_4,0.637855579868709,0.23015093402080977
FED_CI_client_5,0.6868556701030928,0.1752665292346507
Federated_ibs_S,0.668314311739806,0.1698756493783197
Federated_ci_S,0.6752665702191502,0.16981617307202984
4,0.6265714285714286,0.2285191916517201
5,0.5773809523809523,0.215041394055596
3,0.6172148355493352,0.19700245082328166
2,0.6246418338108882,0.1877249178218936
1,0.6635997699827487,0.20737124642142155
Fed_IBS_client_1,0.6431585292344786,0.17908845696287057
Fed_IBS_client_2,0.6622148024485254,0.1917261727123278
Fed_IBS_client_3,0.6863084922010398,0.21984567815778538
Fed_IBS_client_4,0.6649063850216035,0.22265651921040827
Fed_IBS_client_5,0.7198606271777004,0.2019154490437102
FED_CI_client_1,0.6660638939119952,0.1792463792789338
FED_CI_client_2,0.6750139120756817,0.19178098561543708
